short_name,player_positions,overall,value_eur,wage_eur,age,club_name,league_name,nationality_name,year,leaguePos
H. White,"CDM, LB",60,650000,3000,18,Tottenham Hotspur,English Premier League,England,2021,6
H. Kane,ST,90,129500000,240000,27,Tottenham Hotspur,English Premier League,England,2022,7
H. Son,"LM, CF, LW",89,104000000,220000,28,Tottenham Hotspur,English Premier League,Korea Republic,2022,7
H. Lloris,GK,87,13500000,125000,34,Tottenham Hotspur,English Premier League,France,2022,7
P. Højbjerg,"CDM, CM",83,43500000,105000,25,Tottenham Hotspur,English Premier League,Denmark,2022,7
Lucas Moura,"RM, CF",81,26000000,105000,28,Tottenham Hotspur,English Premier League,Brazil,2022,7
T. Ndombele,"CAM, CM, CDM",82,46000000,95000,24,Tottenham Hotspur,English Premier League,France,2022,7
G. Lo Celso,"CM, CAM",81,35500000,95000,25,Tottenham Hotspur,English Premier League,Argentina,2022,7
D. Alli,"CAM, CM",80,26500000,90000,25,Tottenham Hotspur,English Premier League,England,2022,7
B. Davies,"LB, CB",79,16000000,85000,28,Tottenham Hotspur,English Premier League,Wales,2022,7
S. Bergwijn,"LM, LW, RM",80,30000000,82000,23,Tottenham Hotspur,English Premier League,Netherlands,2022,7
E. Dier,"CB, CDM",79,17500000,81000,27,Tottenham Hotspur,English Premier League,England,2022,7
Reguilón,LB,81,32500000,79000,24,Tottenham Hotspur,English Premier League,Spain,2022,7
D. Sánchez,CB,79,19500000,77000,25,Tottenham Hotspur,English Premier League,Colombia,2022,7
M. Doherty,"RB, RWB",78,12500000,77000,29,Tottenham Hotspur,English Premier League,Republic of Ireland,2022,7
Emerson,RB,79,25000000,70000,22,Tottenham Hotspur,English Premier League,Brazil,2022,7
H. Winks,"CDM, CM",77,12500000,66000,25,Tottenham Hotspur,English Premier League,England,2022,7
Bryan Gil,"LM, RM, CAM",76,16500000,52000,20,Tottenham Hotspur,English Premier League,Spain,2022,7
C. Romero,CB,82,41500000,51000,23,Tottenham Hotspur,English Premier League,Argentina,2022,7
J. Tanganga,"RB, CB, LB",74,9000000,49000,22,Tottenham Hotspur,English Premier League,England,2022,7
P. Gollini,GK,82,35000000,48000,26,Tottenham Hotspur,English Premier League,Italy,2022,7
R. Sessegnon,"LWB, LM, LB",75,12000000,44000,21,Tottenham Hotspur,English Premier League,England,2022,7
O. Skipp,"CDM, CM",75,11500000,44000,20,Tottenham Hotspur,English Premier League,England,2022,7
J. Rodon,CB,72,4900000,40000,23,Tottenham Hotspur,English Premier League,Wales,2022,7
J. Clarke,"RM, LM",67,2500000,18000,20,Tottenham Hotspur,English Premier League,England,2022,7
M. Lavinier,"RB, CB",58,525000,7000,20,Tottenham Hotspur,English Premier League,England,2022,7
B. Lyons-Foster,CB,57,400000,7000,20,Tottenham Hotspur,English Premier League,England,2022,7
H. White,"CDM, LB, LM",62,975000,6000,19,Tottenham Hotspur,English Premier League,England,2022,7
M. Fagan-Walcott,CB,61,800000,6000,19,Tottenham Hotspur,English Premier League,England,2022,7
D. Markanday,RM,58,525000,6000,19,Tottenham Hotspur,English Premier League,England,2022,7
N. John,CAM,61,825000,4000,18,Tottenham Hotspur,English Premier League,England,2022,7
D. Scarlett,ST,63,1500000,3000,17,Tottenham Hotspur,English Premier League,England,2022,7
M. Paskotsi,RB,60,650000,3000,18,Tottenham Hotspur,English Premier League,Estonia,2022,7
A. Devine,"CM, CDM",57,500000,1000,16,Tottenham Hotspur,English Premier League,England,2022,7
A. Doucouré,"CDM, CM",81,20000000,73000,26,Watford,English Premier League,France,2020,11
B. Foster,GK,80,2500000,36000,36,Watford,English Premier League,England,2020,11
E. Capoue,"CDM, CM",80,12000000,68000,30,Watford,English Premier League,France,2020,11
R. Pereyra,"LM, CAM",80,15000000,78000,28,Watford,English Premier League,Argentina,2020,11
Deulofeu,"CF, RW, LW",80,19000000,78000,25,Watford,English Premier League,Spain,2020,11
J. Holebas,LB,78,2900000,42000,35,Watford,English Premier League,Greece,2020,11
T. Deeney,ST,78,9500000,70000,31,Watford,English Premier League,England,2020,11
D. Welbeck,"ST, LW",78,10500000,72000,28,Watford,English Premier League,England,2020,11
C. Kabasele,CB,78,10000000,61000,28,Watford,English Premier League,Belgium,2020,11
I. Sarr,"RM, LM",78,16500000,47000,21,Watford,English Premier League,Senegal,2020,11
D. Janmaat,RB,77,7500000,57000,29,Watford,English Premier League,Netherlands,2020,11
W. Hughes,"RM, CAM, CM",77,12000000,52000,24,Watford,English Premier League,England,2020,11
Gomes,GK,76,775000,27000,38,Watford,English Premier League,Brazil,2020,11
C. Cathcart,CB,76,6000000,51000,30,Watford,English Premier League,Northern Ireland,2020,11
T. Cleverley,"CM, CAM, CDM",76,7500000,58000,29,Watford,English Premier League,England,2020,11
Kiko Femenía,"RB, RWB",76,6500000,54000,28,Watford,English Premier League,Spain,2020,11
A. Gray,ST,76,8000000,63000,28,Watford,English Premier League,England,2020,11
A. Mariappa,CB,75,4300000,49000,32,Watford,English Premier League,Jamaica,2020,11
S. Okaka,ST,75,6500000,60000,29,Watford,English Premier League,Italy,2020,11
C. Dawson,CB,75,5500000,51000,29,Watford,English Premier League,England,2020,11
N. Chalobah,"CDM, CM",75,8000000,42000,24,Watford,English Premier League,England,2020,11
J. Hernández,"ST, RM",75,9500000,44000,20,Watford,English Premier League,Colombia,2020,11
M. Zeegelaar,"LB, LWB, LM",74,4800000,47000,28,Watford,English Premier League,Netherlands,2020,11
D. Foulquier,"RM, RB",74,6500000,49000,26,Watford,English Premier League,France,2020,11
A. Masina,"LB, LM",74,6500000,43000,25,Watford,English Premier League,Italy,2020,11
S. Prödl,CB,73,2600000,41000,32,Watford,English Premier League,Austria,2020,11
I. Success,"ST, RM, LM",73,5500000,43000,23,Watford,English Premier League,Nigeria,2020,11
K. Sema,"LM, RM",72,3800000,38000,25,Watford,English Premier League,Sweden,2020,11
A. Peñaranda,ST,72,4600000,38000,22,Watford,English Premier League,Venezuela,2020,11
D. Bachmann,GK,69,1100000,16000,24,Watford,English Premier League,Austria,2020,11
Domingos Quina,"CAM, CM, CDM",69,2300000,15000,19,Watford,English Premier League,Portugal,2020,11
P. Dahlberg,GK,68,1100000,11000,20,Watford,English Premier League,Sweden,2020,11
T. Dele-Bashiru,CM,57,220000,5000,19,Watford,English Premier League,Nigeria,2020,11
I. Sarr,"RW, RM, ST",78,31000000,53000,23,Watford,English Premier League,Senegal,2022,19
J. King,"ST, LM",75,5500000,52000,29,Watford,English Premier League,Norway,2022,19
M. Sissoko,"CDM, CM",78,10000000,51000,31,Watford,English Premier League,France,2022,19
O. Tufan,"CM, CDM, CAM",76,9500000,44000,26,Watford,English Premier League,Turkey,2022,19
J. Hernández,"ST, RM, LM",75,9000000,44000,22,Watford,English Premier League,Colombia,2022,19
T. Cleverley,"CM, CAM",74,3500000,43000,31,Watford,English Premier League,England,2022,19
K. Sema,"LW, LM, LWB",73,3200000,43000,27,Watford,English Premier League,Sweden,2022,19
D. Rose,LB,75,4800000,42000,30,Watford,English Premier League,England,2022,19
Kiko Femenía,"RB, LB",75,4800000,42000,30,Watford,English Premier League,Spain,2022,19
C. Kabasele,CB,75,4600000,42000,30,Watford,English Premier League,Belgium,2022,19
E. Dennis,"ST, RW, LW",74,6500000,41000,23,Watford,English Premier League,Nigeria,2022,19
I. Louza,"CM, CAM, CDM",75,9000000,40000,22,Watford,English Premier League,France,2022,19
A. Masina,LB,74,4400000,39000,27,Watford,English Premier League,Morocco,2022,19
W. Troost-Ekong,CB,73,3200000,36000,27,Watford,English Premier League,Nigeria,2022,19
D. Gosling,CM,72,1900000,35000,31,Watford,English Premier League,England,2022,19
J. Kucka,"CM, CDM",77,4900000,33000,34,Watford,English Premier League,Slovakia,2022,19
C. Cathcart,"CB, RB",72,1500000,32000,32,Watford,English Premier League,Northern Ireland,2022,19
B. Foster,GK,78,1600000,27000,38,Watford,English Premier League,England,2022,19
F. Sierralta,CB,72,3400000,27000,24,Watford,English Premier League,Chile,2022,19
A. Fletcher,ST,69,2000000,24000,25,Watford,English Premier League,England,2022,19
O. Etebo,"CM, CDM",72,3200000,20000,25,Watford,English Premier League,Nigeria,2022,19
João Pedro,ST,71,4500000,20000,19,Watford,English Premier League,Brazil,2022,19
D. Bachmann,GK,70,1600000,20000,26,Watford,English Premier League,Austria,2022,19
J. Ngakia,"RB, RWB",69,3200000,15000,20,Watford,English Premier League,England,2022,19
R. Elliot,GK,69,150000,11000,35,Watford,English Premier League,Republic of Ireland,2022,19
R. Cassidy,ST,60,550000,6000,20,Watford,English Premier League,Republic of Ireland,2022,19
H. Wise,CM,59,500000,6000,21,Watford,English Premier League,England,2022,19
M. Pochettino,RM,56,375000,6000,20,Watford,English Premier League,Argentina,2022,19
K. Baah,"LM, RM",60,675000,3000,18,Watford,English Premier League,England,2022,19
D. Touré,ST,60,775000,3000,18,Watford,English Premier League,Guinea,2022,19
Felipe Anderson,LM,84,36500000,120000,26,West Ham United,English Premier League,Brazil,2020,10
S. Haller,ST,83,32000000,115000,25,West Ham United,English Premier League,France,2020,10
Ł. Fabiański,GK,82,9500000,76000,34,West Ham United,English Premier League,Poland,2020,10
Pablo Fornals,"CAM, CM, LM",81,24500000,82000,23,West Ham United,English Premier League,Spain,2020,10
M. Lanzini,"CAM, CM, LM",80,18000000,88000,26,West Ham United,English Premier League,Argentina,2020,10
J. Wilshere,"CM, CAM, CDM",79,13000000,83000,27,West Ham United,English Premier League,England,2020,10
A. Yarmolenko,"RM, RW",79,12500000,87000,29,West Ham United,English Premier League,Ukraine,2020,10
F. Balbuena,CB,79,13500000,76000,27,West Ham United,English Premier League,Paraguay,2020,10
J. Hernández,ST,78,9500000,82000,31,West Ham United,English Premier League,Mexico,2020,10
M. Antonio,"RM, ST",78,10000000,79000,29,West Ham United,English Premier League,England,2020,10
I. Diop,CB,78,14000000,59000,22,West Ham United,English Premier League,France,2020,10
D. Rice,"CDM, CB, CM",78,15000000,49000,20,West Ham United,English Premier League,England,2020,10
Roberto,GK,77,4800000,52000,33,West Ham United,English Premier League,Spain,2020,10
A. Ogbonna,CB,77,6500000,65000,31,West Ham United,English Premier League,Italy,2020,10
M. Noble,"CM, CDM",76,6000000,66000,32,West Ham United,English Premier League,England,2020,10
R. Snodgrass,"RM, CM",76,7000000,66000,31,West Ham United,English Premier League,Scotland,2020,10
W. Reid,CB,76,6000000,60000,30,West Ham United,English Premier League,New Zealand,2020,10
A. Cresswell,LB,76,6500000,63000,29,West Ham United,English Premier League,England,2020,10
A. Masuaku,"LB, LWB",76,8500000,58000,25,West Ham United,English Premier League,Congo DR,2020,10
P. Zabaleta,"RB, CDM",75,2300000,58000,34,West Ham United,English Premier League,Argentina,2020,10
C. Sánchez,"CDM, CB",75,3200000,58000,33,West Ham United,English Premier League,Colombia,2020,10
R. Fredericks,RB,74,6000000,53000,26,West Ham United,English Premier League,England,2020,10
A. Ajeti,ST,74,8500000,56000,22,West Ham United,English Premier League,Switzerland,2020,10
Xande Silva,"RM, LM",67,1000000,19000,22,West Ham United,English Premier League,Portugal,2020,10
Gonçalo Cardoso,CB,67,1200000,6000,18,West Ham United,English Premier League,Portugal,2020,10
D. Martin,GK,66,350000,14000,33,West Ham United,English Premier League,England,2020,10
N. Holland,"LM, RM",61,475000,8000,21,West Ham United,English Premier League,England,2020,10
J. Powell,"LM, LB, CM",58,250000,8000,20,West Ham United,English Premier League,England,2020,10
Mésaque Djú,RM,58,250000,8000,20,West Ham United,English Premier League,Portugal,2020,10
C. Coventry,"CM, CDM",58,275000,6000,19,West Ham United,English Premier League,Republic of Ireland,2020,10
D. Kemp,RM,57,170000,8000,20,West Ham United,English Premier League,England,2020,10
O. Afolayan,ST,57,190000,9000,21,West Ham United,English Premier League,England,2020,10
B. Johnson,RB,55,160000,5000,19,West Ham United,English Premier League,England,2020,10
Ł. Fabiański,GK,81,2900000,26000,35,West Ham United,English Premier League,Poland,2021,16
Felipe Anderson,"LM, CAM",81,27500000,53000,27,West Ham United,English Premier League,Brazil,2021,16
S. Haller,ST,81,32500000,58000,26,West Ham United,English Premier League,France,2021,16
T. Souček,"CDM, CM",81,34500000,46000,25,West Ham United,English Premier League,Czech Republic,2021,16
Pablo Fornals,"LM, CAM, RM",79,25000000,41000,24,West Ham United,English Premier League,Spain,2021,16
D. Rice,"CDM, CM",79,33500000,31000,21,West Ham United,English Premier League,England,2021,16
M. Lanzini,"CAM, CM, LM",78,16000000,43000,27,West Ham United,English Premier League,Argentina,2021,16
M. Antonio,"ST, RM, LM",78,14000000,46000,30,West Ham United,English Premier League,England,2021,16
R. Snodgrass,"RM, CM",77,8500000,40000,32,West Ham United,English Premier League,Scotland,2021,16
A. Ogbonna,CB,77,7000000,37000,32,West Ham United,English Premier League,Italy,2021,16
A. Cresswell,"LB, CB",77,9000000,37000,30,West Ham United,English Premier League,England,2021,16
A. Yarmolenko,"RM, RW",77,10000000,40000,30,West Ham United,English Premier League,Ukraine,2021,16
A. Masuaku,"LB, LWB",77,12000000,37000,26,West Ham United,English Premier League,Congo DR,2021,16
J. Bowen,RM,77,21000000,35000,23,West Ham United,English Premier League,England,2021,16
I. Diop,CB,77,19500000,31000,23,West Ham United,English Premier League,France,2021,16
J. Wilshere,"CM, CAM, CDM",76,7500000,39000,28,West Ham United,English Premier League,England,2021,16
R. Fredericks,RB,76,8000000,34000,27,West Ham United,English Premier League,England,2021,16
M. Noble,"CM, CDM",75,3500000,36000,33,West Ham United,English Premier League,England,2021,16
D. Randolph,GK,75,1800000,26000,33,West Ham United,English Premier League,Republic of Ireland,2021,16
F. Balbuena,CB,75,5500000,34000,28,West Ham United,English Premier League,Paraguay,2021,16
J. Cullen,"CM, CDM",71,2900000,21000,24,West Ham United,English Premier League,Republic of Ireland,2021,16
D. Martin,GK,66,150000,8000,34,West Ham United,English Premier League,England,2021,16
Gonçalo Cardoso,CB,66,1900000,5000,19,West Ham United,English Premier League,Portugal,2021,16
Xande Silva,"ST, RM, LM",65,1600000,9000,23,West Ham United,English Premier League,Portugal,2021,16
N. Holland,"LW, LM",64,1300000,8000,22,West Ham United,English Premier League,England,2021,16
B. Johnson,"RB, LB",62,1000000,5000,20,West Ham United,English Premier League,England,2021,16
N. Trott,GK,61,700000,3000,21,West Ham United,English Premier League,England,2021,16
C. Coventry,"CM, CDM",59,550000,5000,20,West Ham United,English Premier League,Republic of Ireland,2021,16
Mésaque Djú,"RM, LM",58,500000,5000,21,West Ham United,English Premier League,Portugal,2021,16
O. Afolayan,ST,58,450000,6000,22,West Ham United,English Premier League,England,2021,16
H. Ashby,"RB, CB",58,500000,2000,18,West Ham United,English Premier League,Scotland,2021,16
A. Alese,CB,56,325000,3000,19,West Ham United,English Premier League,England,2021,16
Bernardo Rosa,"CAM, RM, RB",55,300000,3000,19,West Ham United,English Premier League,Brazil,2021,16
T. Souček,"CDM, CM",82,36000000,81000,26,West Ham United,English Premier League,Czech Republic,2022,6
M. Antonio,"ST, RM",79,15000000,79000,31,West Ham United,English Premier League,Jamaica,2022,6
A. Areola,GK,82,26000000,75000,28,West Ham United,English Premier League,France,2022,6
K. Zouma,CB,81,30000000,75000,26,West Ham United,English Premier League,France,2022,6
V. Coufal,"RB, RWB",80,19000000,73000,28,West Ham United,English Premier League,Czech Republic,2022,6
A. Ogbonna,CB,80,10000000,70000,33,West Ham United,English Premier League,Italy,2022,6
D. Rice,"CDM, CM",82,43000000,69000,22,West Ham United,English Premier League,England,2022,6
Pablo Fornals,"LM, RM, CAM",79,23000000,69000,25,West Ham United,English Premier League,Spain,2022,6
N. Vlašić,CAM,80,33500000,66000,23,West Ham United,English Premier League,Croatia,2022,6
A. Cresswell,"LB, CB",79,12500000,66000,31,West Ham United,English Premier League,England,2022,6
M. Lanzini,"CAM, CM, LM",77,10500000,64000,28,West Ham United,English Premier League,Argentina,2022,6
S. Benrahma,"CAM, LM, LW",77,14000000,59000,25,West Ham United,English Premier League,Algeria,2022,6
J. Bowen,"RM, ST",78,21000000,57000,24,West Ham United,English Premier League,England,2022,6
A. Yarmolenko,"RM, RW, ST",76,6000000,57000,31,West Ham United,English Premier League,Ukraine,2022,6
C. Dawson,CB,77,7000000,56000,31,West Ham United,English Premier League,England,2022,6
A. Masuaku,"LWB, LB",77,11000000,56000,27,West Ham United,English Premier League,Congo DR,2022,6
R. Fredericks,"RB, RWB",76,7000000,55000,28,West Ham United,English Premier League,England,2022,6
M. Noble,"CM, CDM, CAM",75,2600000,55000,34,West Ham United,English Premier League,England,2022,6
I. Diop,CB,77,15000000,48000,24,West Ham United,English Premier League,France,2022,6
Ł. Fabiański,GK,82,3400000,43000,36,West Ham United,English Premier League,Poland,2022,6
D. Randolph,GK,75,950000,40000,34,West Ham United,English Premier League,Republic of Ireland,2022,6
W. Reid,CB,72,1500000,38000,32,West Ham United,English Premier League,New Zealand,2022,6
A. Král,"CDM, CM",75,12000000,37000,23,West Ham United,English Premier League,Czech Republic,2022,6
B. Johnson,"RB, LB",68,2600000,15000,21,West Ham United,English Premier League,England,2022,6
Mésaque Djú,"RM, ST",56,325000,8000,22,West Ham United,English Premier League,Portugal,2022,6
D. Martin,GK,65,80000,7000,35,West Ham United,English Premier League,England,2022,6
A. Alese,"CB, LB",57,375000,6000,20,West Ham United,English Premier League,England,2022,6
Bernardo Rosa,"CAM, RWB, CM",55,300000,6000,20,West Ham United,English Premier League,Brazil,2022,6
O. Ashley,CM,52,200000,6000,21,West Ham United,English Premier League,England,2022,6
A. Okoflex,"LM, ST, CAM",59,575000,5000,19,West Ham United,English Premier League,Republic of Ireland,2022,6
H. Ashby,RB,59,500000,4000,19,West Ham United,English Premier League,Scotland,2022,6
P. Ekwah Elimby,"CDM, CB",56,350000,4000,19,West Ham United,English Premier League,France,2022,6
J. Baptiste,"CB, RB",57,500000,500,17,West Ham United,English Premier League,England,2022,6
João Moutinho,CM,84,23500000,120000,32,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
Rui Patrício,GK,83,16500000,83000,31,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
Rúben Neves,CM,82,29000000,89000,22,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
R. Jiménez,ST,80,15500000,100000,28,Wolverhampton Wanderers,English Premier League,Mexico,2020,7
Diogo Jota,"CF, LW",80,20500000,84000,22,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
W. Boly,CB,79,12500000,80000,28,Wolverhampton Wanderers,English Premier League,France,2020,7
Jonny,"LWB, LB",79,14500000,73000,25,Wolverhampton Wanderers,English Premier League,Spain,2020,7
M. Doherty,RWB,78,10500000,69000,27,Wolverhampton Wanderers,English Premier League,Republic of Ireland,2020,7
L. Dendoncker,"CM, CB",78,14000000,66000,24,Wolverhampton Wanderers,English Premier League,Belgium,2020,7
C. Coady,CB,77,9500000,65000,26,Wolverhampton Wanderers,English Premier League,England,2020,7
R. Saïss,"CDM, CB",77,7500000,68000,29,Wolverhampton Wanderers,English Premier League,Morocco,2020,7
Vallejo,CB,77,11000000,90000,22,Wolverhampton Wanderers,English Premier League,Spain,2020,7
P. Cutrone,ST,77,14500000,59000,21,Wolverhampton Wanderers,English Premier League,Italy,2020,7
Adama Traoré,"RW, RWB",74,8500000,56000,23,Wolverhampton Wanderers,English Premier League,Spain,2020,7
R. Bennett,CB,73,3400000,51000,29,Wolverhampton Wanderers,English Premier League,England,2020,7
Léo Bonatini,ST,72,4000000,49000,25,Wolverhampton Wanderers,English Premier League,Brazil,2020,7
J. Ruddy,GK,70,1100000,27000,32,Wolverhampton Wanderers,English Premier League,England,2020,7
Roderick Miranda,CB,70,1700000,35000,28,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
Rúben Vinagre,LWB,70,3600000,24000,20,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
M. Gibbs-White,"CM, CAM",70,3800000,21000,19,Wolverhampton Wanderers,English Premier League,England,2020,7
Pedro Neto,"CF, RW, ST",66,1400000,13000,19,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
J. Graham,"LM, RM",65,700000,15000,24,Wolverhampton Wanderers,English Premier League,England,2020,7
P. Ofosu-Ayeh,"RB, RWB",65,475000,15000,27,Wolverhampton Wanderers,English Premier League,Ghana,2020,7
H. Burgoyne,GK,63,525000,8000,22,Wolverhampton Wanderers,English Premier League,England,2020,7
M. Shabani,"CAM, RW",63,700000,10000,20,Wolverhampton Wanderers,English Premier League,Germany,2020,7
B. Ashley-Seal,ST,62,675000,10000,20,Wolverhampton Wanderers,English Premier League,England,2020,7
C. Johnson,CB,62,400000,8000,21,Wolverhampton Wanderers,English Premier League,England,2020,7
J. Kitolano,"LWB, LB",60,325000,5000,19,Wolverhampton Wanderers,English Premier League,Norway,2020,7
Bruno Jordão,CM,60,325000,8000,20,Wolverhampton Wanderers,English Premier League,Portugal,2020,7
M. Kilman,"CB, LB, CM",60,375000,8000,22,Wolverhampton Wanderers,English Premier League,England,2020,7
O. Rasmussen,RWB,58,210000,7000,21,Wolverhampton Wanderers,English Premier League,Denmark,2020,7
D. Sanderson,"CB, RWB",56,180000,5000,19,Wolverhampton Wanderers,English Premier League,England,2020,7
T. Perry,CM,55,160000,1000,17,Wolverhampton Wanderers,English Premier League,England,2020,7
Rui Patrício,GK,84,21000000,90000,32,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
R. Jiménez,ST,84,42000000,140000,29,Wolverhampton Wanderers,English Premier League,Mexico,2021,7
João Moutinho,CM,83,22500000,110000,33,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
Rúben Neves,CM,82,46000000,89000,23,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
Jonny,LWB,81,31000000,86000,26,Wolverhampton Wanderers,English Premier League,Spain,2021,7
W. Boly,CB,80,17500000,84000,29,Wolverhampton Wanderers,English Premier League,France,2021,7
C. Coady,CB,79,18500000,76000,27,Wolverhampton Wanderers,English Premier League,England,2021,7
Adama Traoré,"RW, RWB",79,27500000,80000,24,Wolverhampton Wanderers,English Premier League,Spain,2021,7
R. Saïss,"CB, CM",78,11500000,69000,30,Wolverhampton Wanderers,English Premier League,Morocco,2021,7
L. Dendoncker,"CB, CM",78,18500000,66000,25,Wolverhampton Wanderers,English Premier League,Belgium,2021,7
Daniel Podence,"LW, RW, CF",78,20000000,72000,24,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
Marçal,"LB, CB",76,5500000,60000,31,Wolverhampton Wanderers,English Premier League,Brazil,2021,7
Rúben Vinagre,LWB,74,9000000,38000,21,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
R. Bennett,CB,72,1900000,43000,30,Wolverhampton Wanderers,English Premier League,England,2021,7
Pedro Neto,"LW, CF, RW",72,5000000,39000,20,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
Léo Bonatini,ST,71,2500000,45000,26,Wolverhampton Wanderers,English Premier League,Brazil,2021,7
J. Ruddy,GK,70,525000,27000,33,Wolverhampton Wanderers,English Premier League,England,2021,7
Roderick Miranda,CB,69,1300000,30000,29,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
Fábio Silva,ST,69,3500000,7000,17,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
Vítor Ferreira,CM,66,2200000,3000,20,Wolverhampton Wanderers,English Premier League,Portugal,2021,7
D. Sanderson,"RB, CB",64,1300000,10000,20,Wolverhampton Wanderers,English Premier League,England,2021,7
M. Kilman,CB,64,1200000,12000,23,Wolverhampton Wanderers,English Premier League,England,2021,7
N. Ennis,"ST, LM",63,1200000,11000,21,Wolverhampton Wanderers,English Premier League,England,2021,7
K. Hoever,"RB, CB",63,1500000,4000,18,Wolverhampton Wanderers,English Premier League,Netherlands,2021,7
M. Shabani,"CAM, ST, RW",62,975000,9000,21,Wolverhampton Wanderers,English Premier League,Germany,2021,7
L. Matheson,RB,61,1000000,500,17,Wolverhampton Wanderers,English Premier League,England,2021,7
O. Rasmussen,RWB,60,525000,8000,22,Wolverhampton Wanderers,English Premier League,Denmark,2021,7
S. Diallo,CM,59,550000,8000,21,Wolverhampton Wanderers,English Premier League,England,2021,7
Christian Marques,CB,58,600000,500,17,Wolverhampton Wanderers,English Premier League,Switzerland,2021,7
E. Francis,"CB, CM",57,375000,7000,20,Wolverhampton Wanderers,English Premier League,England,2021,7
T. Perry,CM,55,350000,3000,18,Wolverhampton Wanderers,English Premier League,England,2021,7
L. Cundle,CM,54,350000,3000,18,Wolverhampton Wanderers,English Premier League,England,2021,7
L. Richards,"CB, LWB",53,275000,2000,18,Wolverhampton Wanderers,English Premier League,Republic of Ireland,2021,7
R. Jiménez,ST,83,35500000,120000,30,Wolverhampton Wanderers,English Premier League,Mexico,2022,13
Rúben Neves,CM,82,46000000,89000,24,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
João Moutinho,CM,80,9500000,88000,34,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
Trincão,"RW, RM",76,17000000,84000,21,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
Jonny,"LWB, RWB",80,22000000,81000,27,Wolverhampton Wanderers,English Premier League,Spain,2022,13
Nélson Semedo,"RWB, RB",80,22000000,81000,27,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
C. Coady,CB,79,17500000,80000,28,Wolverhampton Wanderers,English Premier League,England,2022,13
Adama Traoré,"RW, RWB",78,18500000,79000,25,Wolverhampton Wanderers,English Premier League,Spain,2022,13
Daniel Podence,"LW, RW, CAM",78,18500000,79000,25,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
W. Boly,CB,79,14500000,76000,30,Wolverhampton Wanderers,English Premier League,Côte d'Ivoire,2022,13
L. Dendoncker,"CM, CB",77,13500000,71000,26,Wolverhampton Wanderers,English Premier League,Belgium,2022,13
R. Saïss,"CB, CM",78,9500000,69000,31,Wolverhampton Wanderers,English Premier League,Morocco,2022,13
José Sá,GK,79,15000000,65000,28,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
Pedro Neto,"LW, RW",78,28500000,62000,21,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
Marçal,"LB, LWB",75,3900000,58000,32,Wolverhampton Wanderers,English Premier League,Brazil,2022,13
Hwang Hee Chan,ST,75,7500000,58000,25,Wolverhampton Wanderers,English Premier League,Korea Republic,2022,13
R. Aït Nouri,"LWB, LB",73,6500000,35000,20,Wolverhampton Wanderers,English Premier League,France,2022,13
M. Kilman,CB,70,3300000,29000,24,Wolverhampton Wanderers,English Premier League,England,2022,13
J. Ruddy,GK,70,275000,27000,34,Wolverhampton Wanderers,English Premier League,England,2022,13
Fábio Silva,ST,70,3700000,16000,18,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
Y. Mosquera,CB,64,1400000,10000,20,Wolverhampton Wanderers,English Premier League,Colombia,2022,13
Bruno Jordão,CM,62,900000,10000,22,Wolverhampton Wanderers,English Premier League,Portugal,2022,13
M. Shabani,"CAM, CM, ST",62,900000,10000,22,Wolverhampton Wanderers,English Premier League,Germany,2022,13
K. Hoever,"RWB, RB",65,1600000,8000,19,Wolverhampton Wanderers,English Premier League,Netherlands,2022,13
L. Cundle,CM,54,300000,6000,19,Wolverhampton Wanderers,English Premier League,England,2022,13
C. Carty,ST,54,250000,6000,19,Wolverhampton Wanderers,English Premier League,Republic of Ireland,2022,13
L. Richards,"CB, LWB",54,275000,5000,19,Wolverhampton Wanderers,English Premier League,Republic of Ireland,2022,13
P. Estrada,"CB, CM",51,130000,5000,19,Wolverhampton Wanderers,English Premier League,Austria,2022,13
C. Campbell,CAM,58,550000,4000,18,Wolverhampton Wanderers,English Premier League,Wales,2022,13
L. Matheson,"RWB, RB",62,975000,3000,18,Wolverhampton Wanderers,English Premier League,England,2022,13
Hugo Bueno,LWB,59,700000,3000,18,Wolverhampton Wanderers,English Premier League,Spain,2022,13
